,rank,book,author,average rating,total ratings,number of people voted,score
4802,4793,Zany Hijinx!: essays and other irrational prose,Thomas D. Waters,really,liked,1,95
4803,4793,Lavinia,Ursula K. Le Guin,3.84,"12,802",1,95
4804,4793,The Faces of Immortality,Everett Coles,4.44,9,1,95
4805,4793,"Nazi Germany and the Jews, 1933-1945",Saul Friedländer,4.13,300,1,95
4806,4793,Precious Blood,Jonathan Hayes,3.71,643,1,95
4807,4793,DO YOU THINK I'M BEAUTIFUL?,Angela Thomas,4.04,710,1,95
4808,4793,"Circles in the Stream (Avalon: Web of Magic, #1)",Rachel Roberts,4.09,"3,127",1,95
4809,4793,Life After Yes,Aidan Donnelley Rowley,3.40,502,1,95
4810,4793,Tim LaHaye Prophecy Study Bible –New King James Version,Anonymous,4.17,29,1,95
4811,4793,Degenerates,Neil D. Ostroff,4.36,11,1,95
4812,4793,Jadąc do Babadag,Andrzej Stasiuk,3.70,"1,477",1,95
4813,4793,"Spinward Fringe Broadcast 0: Origins (First Light Chronicles, #1-3; Spinward Fringe, #0)",Randolph Lalonde,4.02,"6,493",1,95
4814,4793,"The Fall of the Kings (Riverside, #3)",Ellen Kushner,3.65,"2,242",1,95
4815,4793,"Alpha (Shifters, #6)",Rachel Vincent,4.30,"14,742",1,95
4816,4793,Love on Trial: An American Scandal in Black and White,Heidi Ardizzone Ph.D.,3.75,101,1,95
4817,4793,Bringing Up Girls: Practical Advice and Encouragement for Those Shaping the Next Generation of Women,James C. Dobson,3.92,"2,807",1,95
4818,4793,Teenage Mermaid,Ellen Schreiber,3.68,"1,222",1,95
4819,4793,The Accordionist's Son,Bernardo Atxaga,3.76,603,1,95
4820,4793,Rogue Wave,Boyd Morrison,4.06,"2,375",1,95
4821,4793,Burning Bright,Ron Rash,4.11,"3,227",1,95
4822,4793,Broken,Daniel Clay,3.87,"2,246",1,95
4823,4793,Learn to Program with C++,John Smiley,4.43,7,1,95
4824,4793,The Post-Birthday World,Lionel Shriver,3.56,"14,285",1,95
4825,4793,The Russian Debutante's Handbook,Gary Shteyngart,3.55,"7,049",1,95
4826,4793,Year Zero,Jeff Long,3.60,"2,781",1,95
4827,4793,"The Last Stormlord (Watergivers, #1)",Glenda Larke,3.77,"6,991",1,95
4828,4793,Thug Lovin' (Thug #4),Wahida Clark,4.64,"3,468",1,95
4829,4793,"The Queen Must Die (Chronicles of Tempus, #1)",K.A.S. Quinn,3.70,336,1,95
4830,4793,A Complicated Kindness,Miriam Toews,3.67,"24,863",1,95
4831,4793,"The Darkest Night (Lords of the Underworld, #1)",Gena Showalter,4.05,"82,988",2,95
4832,4793,"The Real Lives of Strong Black Women: Transcending Myths, Reclaiming Joy",Toby Thompkins,4.24,17,1,95
4833,4793,Dilbert and the Way of the Weasel,Scott Adams,3.89,"1,358",1,95
4834,4793,Eurydice,Sarah Ruhl,4.14,"3,637",1,95
4835,4793,"A Tale Dark & Grimm (A Tale Dark & Grimm, #1)",Adam Gidwitz,4.07,"24,792",1,95
4836,4793,The Woman Who Swallowed a Toothbrush: And Other Weird Medical Case Histories,Rob Myers,3.62,570,1,95
4837,4793,"Enforcer (Cascadia Wolves, #1)",Lauren Dane,3.82,"4,547",1,95
4838,4793,Washington's Crossing,David Hackett Fischer,4.15,"14,533",1,95
4839,4793,Quirk,Brandi L. Bates,3.25,4,1,95
4840,4793,"Anew (The Archers of Avalon, #1)",Chelsea Fine,3.91,"14,210",1,95
4841,4793,"Clutter, Clutter & Peanut Butter: A Quick Guide To Organizing Your Messy Home, Office, LIFE!",D. Terry,it,was,1,95
4842,4793,Lost Boy Lost Girl,Peter Straub,3.49,"5,253",1,95
4843,4793,"Under the Rose (Secret Society Girl, #2)",Diana Peterfreund,3.92,"2,522",1,95
4844,4793,"Vixen (Flappers, #1)",Jillian Larkin,3.74,"8,105",1,95
4845,4793,Spilling the Beans,Clarissa Dickson Wright,3.82,973,1,95
4846,4793,"Obsidian (New Species, #8)",Laurann Dohner,4.19,"16,340",1,95
4847,4793,"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment",steve-harvey,3.79,"47,204",1,95
4848,4793,Vampire Rites Trilogy,Darren Shan,4.33,"2,842",1,95
4849,4793,Intelligent Universe,Ilyan Kei Lavanway,4.67,3,1,95
4850,4793,The Jester,James Patterson,3.81,"19,853",1,95
4851,4793,"Light (Gone, #6)",Michael  Grant,4.36,"38,268",2,95
4852,4793,Little Owl's Book Of Thinking,Ian Gilbert,3.69,36,1,95
4853,4793,"Ship Breaker (Ship Breaker, #1)",Paolo Bacigalupi,3.75,"43,605",1,95
4854,4793,De thuiskomst,Anna Enquist,3.82,"1,974",1,95
4855,4793,Immigration: United States Citizenship for Immigrants,Byron Goines,it,was,1,95
4856,4793,The Flame Alphabet,Ben Marcus,2.88,"5,264",1,95
4857,4793,Love and Summer,William Trevor,3.58,"3,976",1,95
4858,4793,Dangerous Joy (Company of Rogues #5),Jo Beverley,3.82,"1,824",1,95
4859,4793,My Pony,Susan Jeffers,4.11,336,1,95
4860,4793,Whispering To Witches,Anna Dale,3.86,"2,085",1,95
4861,4793,Bow Grip,Ivan E. Coyote,4.08,661,1,95
4862,4793,Abstraction In Theory - Laws Of Physical Transaction,Subhajit Ganguly,it,was,1,95
4863,4793,A Short History of Tractors in Ukrainian,Marina Lewycka,3.43,"32,441",1,95
4864,4793,The New Vichy Syndrome: Why European Intellectuals Surrender to Barbarism,Theodore Dalrymple,3.88,226,1,95
4865,4793,Binocular Vision: New and Selected Stories,Edith Pearlman,3.93,"2,201",1,95
4866,4793,"The Woman Behind the New Deal: The Life of Frances Perkins, FDR'S Secretary of Labor and His Moral Conscience",Kirstin Downey,4.21,"2,002",1,95
4867,4793,Mistress of the Wind,Michelle Diener,3.73,676,1,95
4868,4793,Kaiken käsikirja,Esko Valtaoja,3.75,923,1,95
4869,4793,My First Travel Book (My First Travel Books),Anna Othitis,4.58,180,1,95
4870,4793,Safely Home,Tom Eldredge,3.87,38,1,95
4871,4793,"Uninvited (Uninvited, #1)",Sophie Jordan,3.86,"13,266",1,95
4872,4793,"The Collector (Dante Walker, #1)",Victoria Scott,3.54,"8,704",1,95
4873,4793,"The Lost Scrolls (Rogue Angel, #6)",Alex Archer,3.67,886,1,95
4874,4793,"The Killing Moon (Dreamblood, #1)",N.K. Jemisin,3.95,"18,723",1,95
4875,4793,Comrade Fox: Low-living in Revolutionary Russia,Stewart Hennessey,3.48,71,1,95
4876,4793,The Lady in Yellow,Alyne de Winter,3.48,102,1,95
4877,4793,"Power of the Vampire (Saga of a World Called Htrae, #2)",Dee Krull,4.69,13,1,95
4878,4793,The Best of Archy and Mehitabel: Introduction by E. B. White (Everyman's Library Pocket Poets Series),Don Marquis,4.34,71,1,95
4879,4793,Let it Snow!  Season's Readings for a Super-Cool Yule!,Red Tash,3.41,109,1,95
4880,4793,How the Dead Dream,Lydia Millet,3.57,"1,166",2,95
4881,4793,"The Color of Heaven (The Color of Heaven, #1)",Julianne MacLean,4.14,"19,516",1,95
4882,4793,World History Biographies: Anne Frank: The Young Writer Who Told the World Her Story,Ann Kramer,4.12,308,1,95
4883,4793,A Short Stay in Hell,Steven L. Peck,4.23,"4,170",1,95
4884,4793,Classified Woman,Sibel Edmonds,4.37,474,1,95
4885,4793,"Curtsies & Conspiracies (Finishing School, #2)",Gail Carriger,4.13,"26,012",1,95
4886,4793,Suitable for Hanging,Lynne Stanshine,4.57,14,1,95
4887,4793,TOP SCHOOLS: Little Success Secrets,Francis Otieno,4.83,6,1,95
4888,4793,Beckon,Tom Pawlik,3.80,299,1,95
4889,4793,"Treasure of Khan (Dirk Pitt, #19)",Clive Cussler,3.94,"14,346",1,95
4890,4793,Amarbel/امربیل,Umera Ahmed,4.27,"2,036",1,95
4891,4793,"Seeking Allah, Finding Jesus: A Devout Muslim Encounters Christianity",Nabeel Qureshi,4.55,"28,788",1,95
4892,4793,Prey,Linda Howard,3.79,"9,578",1,95
4893,4793,"The Fiery Heart (Bloodlines, #4)",Richelle Mead,4.34,"74,770",1,95
4894,4793,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,George R.R. Martin,4.26,"32,794",1,95
4895,4793,"Urchin and the Rage Tide (The Mistmantle Chronicles, #5)",M.I. McAllister,4.41,743,1,95
4896,4793,Kenta and the Big Wave,Ruth Ohi,4.16,182,1,95
4897,4793,"Pegasus and the Origins of Olympus (Pegasus, #4)",Kate O'Hearn,4.46,"4,513",1,95
4898,4793,"Forest Born (The Books of Bayern, #4)",Shannon Hale,4.04,"26,775",2,95
4899,4793,Germany: Memories of a Nation,Neil MacGregor,4.53,"3,054",1,95
4900,4793,1Q84 - Livro 2 (1Q84 #2),Haruki Murakami,4.10,"30,421",1,95
4901,4793,"Quintana of Charyn (Lumatere Chronicles, #3)",Melina Marchetta,4.31,"14,469",1,95
4902,4793,To Touch The Sun,Laura Enright,4.03,31,1,95
4903,4793,The Way of the Fox,Paul Kidd,4.20,20,1,95
4904,4793,The Meaning Of Sport,Simon Barnes,3.78,128,1,95
4905,4793,The Quickening Maze,Adam Foulds,3.13,"2,494",1,95
4906,4793,Playing (Less) Hurt: An Injury Prevention Guide for Musicians,Janet Horvath,4.38,47,1,95
4907,4793,News from Heaven: The Bakerton Stories,Jennifer Haigh,3.86,"1,741",1,95
4908,4793,All You Need Is Kill,Hiroshi Sakurazaka,4.03,"20,877",1,95
4909,4793,"Lord of the Storm (Coalition Rebellion, #1)",Justine Davis,3.82,"1,116",1,95
4910,4793,What I Talk About When I Talk About Running,Haruki Murakami,3.87,"151,515",1,95
4911,4793,Veronica,Mary Gaitskill,3.41,"5,904",1,95
4912,4793,"Map of Bones (Sigma Force, #2)",James Rollins,4.08,"59,647",1,95
4913,4793,"Darkest Hour (The Mediator, #4)",Jenny Carroll,4.16,"36,884",2,95
4914,4793,Tigerman,Nick Harkaway,3.92,"5,320",1,95
4915,4793,"Saga, Volume 3",Brian K. Vaughan,4.49,"92,000",1,95
4916,4793,Kitty and Her Sisters,Maureen Lee,4.11,576,1,95
4917,4793,Fossil (Colonization #5),Scott McElhaney,4.37,27,1,95
4918,4793,Tender Obsession,Steven Todd Fisher,it,was,1,95
4919,4793,Bogeyman - He Was Every Parent's Nightmare,Steve    Jackson,3.95,"1,013",1,95
4920,4793,"Ms. Marvel, Vol. 1: No Normal",G. Willow Wilson,4.11,"90,155",2,95
4921,4793,Le Voleur d'ombres,Marc Levy,3.91,"6,998",1,95
4922,4793,"I Am Her... (I Am Her..., #1)",Sarah Ann Walker,3.94,842,1,95
4923,4793,重力とは何か　アインシュタインから超弦理論へ、宇宙の謎に迫る (幻冬舎新書),大栗 博司,4.67,3,1,95
4924,4793,La Petite Bijou,Patrick Modiano,3.44,"3,138",1,95
4925,4793,2003 - Thanks for the Vodka,Harpie,3.56,932,1,95
4926,4793,"Annie, Between the States",L.M. Elliott,4.11,"2,080",1,95
4927,4793,Welcome to Braggsville,T. Geronimo Johnson,3.24,"3,430",1,95
4928,4793,Deep Down Popular,Phoebe Stone,3.64,"2,643",1,95
4929,4793,The Crane Wife,Patrick Ness,3.53,"8,052",1,95
4930,4793,Tattoos on the Heart: The Power of Boundless Compassion,Gregory Boyle,4.48,"23,784",1,95
4931,4793,The Prodigal God: Recovering the Heart of the Christian Faith,Timothy J. Keller,4.40,"38,479",1,95
4932,4793,Der Duft von Erde und Zitronen,Margherita Oggero,3.64,207,1,95
4933,4793,Rick Steves' Travel As a Political Act,Rick Steves,4.08,"3,351",1,95
4934,4793,The Great Reformer: Francis and the Making of a Radical Pope,Austen Ivereigh,4.18,572,1,95
4935,4793,Farmageddon: The True Cost of Cheap Meat,Philip Lymbery,4.24,966,1,95
4936,4793,The Lyrics:  1961-2012,Bob Dylan,4.62,327,1,95
4937,4793,Perla,Carolina De Robertis,3.96,"1,680",1,95
4938,4793,The Incarnations,Susan  Barker,3.77,"5,372",1,95
4939,4793,"Six Stories (Six Stories, #1)",Matt Wesolowski,3.79,"5,449",1,95
4940,4793,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America (Book Summary)",NOT A BOOK,4.29,14,1,95
4941,4793,Ainda estou aqui,Marcelo Rubens Paiva,4.27,559,1,95
4942,4793,"The Princeling of Nanjing (Ava Lee, #8)",Ian  Hamilton,3.98,860,1,95
4943,4793,I Don't Want To Be Crazy,Samantha Schutz,3.78,"5,571",1,95
4944,4793,"The Faith Club: A Muslim, A Christian, A Jew-- Three Women Search for Understanding",Suzanne Oliver,3.78,"5,426",1,95
4945,4793,"Spectred Isle (Green Men, #1)",K.J. Charles,4.13,"3,352",1,95
4946,4793,"Nevernight (The Nevernight Chronicle, #1)",Jay Kristoff,4.23,"86,556",1,95
4947,4793,Out of the Storm: Grappling with God in the Book of Job,Christopher Ash,4.48,189,1,95
4948,4793,"Tower of Dawn (Throne of Glass, #6)",Sarah J. Maas,4.27,"309,088",1,95
4949,4793,"Sweep: Volume 1 (Sweep, #1-3)",Cate Tiernan,4.26,"7,460",1,95
4950,4793,Law & Order: Crime Scenes,Dick Wolf,4.09,65,1,95
4951,4793,"Shadow of the Serpent (Inspector McLevy, #1)",David Ashton,3.54,808,1,95
4952,4793,The Good Women of China: Hidden Voices,Xinran,4.29,"11,338",1,95
4953,4793,Voices from D-Day,Jonathan Bastable,4.30,97,1,95
4954,4793,Phallos,Samuel R. Delany,3.84,115,1,95
4955,4793,"The Earth, My Butt, and Other Big Round Things",Carolyn Mackler,3.78,"27,201",1,95
4956,4793,El día del Watusi,Francisco Casavella,4.20,233,1,95
4957,4793,Before the Fall,Noah Hawley,3.72,"124,382",1,95
4958,4793,"Legacy (The Mystic Saga, #2)",Scott McElhaney,3.77,285,1,95
4959,4793,Fluent Forever: How to Learn Any Language Fast and Never Forget It,Gabriel Wyner,4.09,"10,372",1,95
4960,4793,Cooking for Picasso,Camille Aubray,3.87,"7,958",1,95
4961,4793,The Sleeper and the Spindle,Neil Gaiman,3.89,"48,631",1,95
4962,4793,"Last Stand of Dead Men (Skulduggery Pleasant, #8)",Derek Landy,4.58,"12,962",1,95
4963,4793,"Hunters of the Dusk (The Saga of Darren Shan, #7)",Darren Shan,4.17,"26,987",2,95
4964,4793,Pages for Her,Sylvia Brownrigg,3.73,"1,372",1,95
4965,4793,A History of the World in 6 Glasses,Tom Standage,3.80,"26,804",1,95
4966,4793,"Lyra's Oxford (His Dark Materials, #3.5)",Philip Pullman,3.61,"26,649",1,95
4967,4793,Godshot,Chelsea Bieker,3.78,"8,304",1,95
4968,4793,Persian Fire: The First World Empire and the Battle for the West,Tom Holland,4.15,"8,914",1,95
4969,4793,Τα σκαλοπάτια της Οδησσού,Σταμάτης Πολενάκης,4.20,5,1,95
4970,4793,The Volunteer: The True Story of the Resistance Hero who Infiltrated Auschwitz,Jack Fairweather,4.34,"6,419",1,95
4971,4793,Gallipoli,Peter FitzSimons,4.26,636,1,95
4972,4793,The Rose Cottage Tales (Tumtum and Nutmeg #4-6),Emily Bearn,4.26,546,1,95
4973,4793,"Caged (The Ke'lan, #2)",Skye Warren,3.21,212,1,95
4974,4793,Examined Lives: From Socrates to Nietzsche,James  Miller,3.79,630,1,95
4975,4793,Μείζονα Ποιητικά,Μιχάλης Κατσαρός,4.58,12,1,95
4976,4793,Did Jesus Rise From The Dead?,William Lane Craig,4.19,225,1,95
4977,4793,Freshwater,Akwaeke Emezi,4.03,"27,934",2,95
4978,4793,The Servant,Fatima Sharafeddine,3.72,443,1,95
4979,4793,Inverting the Pyramid: The History of Football Tactics,Jonathan  Wilson,4.15,"10,737",1,95
4980,4793,10 Minutes 38 Seconds in This Strange World,Elif Shafak,4.09,"52,913",1,95
4981,4793,Dog Days: James P. Cannon vs. Max Shachtman in the Communist League of America 1931-1933,James P. Cannon,3.17,6,1,95
4982,4793,"Harry Potter Boxset (Harry Potter, #1-7)",J.K. Rowling,4.74,"279,115",1,95
4983,4793,The Essential Rudolf Steiner,Rudolf Steiner,4.38,34,1,95
4984,4793,Anger Is My Middle Name: A Memoir,Lisbeth Zornig Andersen,4.12,"1,708",2,95
4985,4793,Lahtarit,Anneli Kanto,4.09,218,1,95
4986,4793,With the Fire on High,Elizabeth Acevedo,4.19,"79,499",1,95
4987,4793,Razorblade Tears,S.A. Cosby,4.10,"72,038",1,95
4988,4793,Why Be Happy When You Could Be Normal?,Jeanette Winterson,3.99,"39,185",1,95
4989,4793,The Mothers,Brit Bennett,3.90,"110,728",1,95
4990,4793,Give Me Your Hand,Megan Abbott,3.30,"19,205",2,95
4991,4793,The Adults,Caroline  Hulse,3.31,"6,148",2,95
4992,4793,"First Grave on the Right (Charley Davidson, #1)",Darynda Jones,4.03,"85,099",1,95
4993,4793,"The Phoenix Priest (The Blood and Water Saga, #2)",Cassidy Clarke,4.58,55,1,95
4994,4793,Ark,Veronica Roth,3.58,"18,658",1,95
4995,4793,"The Miracle Equation: The Two Decisions That Move Your Biggest Goals from Possible, to Probable, to Inevitable",Hal Elrod,4.15,"2,071",1,95
4996,4793,Difficult Women: A History of Feminism in 11 Fights,Helen   Lewis,4.25,"3,283",1,95
4997,4793,The Light Pirate,Lily Brooks-Dalton,4.10,"14,235",1,95
4998,4793,"A Kim Jong-Il Production: The Extraordinary True Story of a Kidnapped Filmmaker, His Star Actress, and a Young Dictator's Rise to Power",Paul   Fischer,4.19,"5,589",1,95
4999,5000,Inside the Victorian Home: A Portrait of Domestic Life in Victorian England,Judith Flanders,4.18,"2,612",1,94
5000,5000,You Remind Me of Me,Dan Chaon,3.63,"4,229",1,94
5001,5000,Takeover: The Return of the Imperial Presidency and the Subversion of American Democracy,Charlie Savage,4.09,271,1,94
5002,5000,I Kill Giants,J.M. Ken Niimura,4.15,"16,764",1,94
5003,5000,The Whiskey Rebels,David Liss,3.90,"7,464",1,94
5004,5000,The True Story of Hansel and Gretel: A Novel of War and Survival,Louise Murphy,4.03,"13,350",1,94
5005,5000,Shakespeare: An Oxford Guide,Stanley Wells,4.38,34,1,94
5006,5000,Solitaire,Kelley Eskridge,3.98,"1,184",1,94
5007,5000,The Mysterious Collapse of World Trade Center 7,David Ray Griffin,4.05,61,1,94
5008,5000,God Is Closer Than You Think,John Ortberg,4.20,"1,877",1,94
5009,5000,Born Pissed,Thomas  Waters,it,was,1,94
5010,5000,The Officer's Daughter,rohan-zina,3.68,118,1,94
5011,5000,"Paladin of Souls (World of the Five Gods, #2)",Lois McMaster Bujold,4.18,"24,174",1,94
5012,5000,"Other (Other, #1)",Karen Kincy,3.69,"2,711",1,94
5013,5000,Barracuda: The Unauthorized Biography of Sarah Palin,Aladdin Elaasar,3.36,11,1,94
5014,5000,The Secret War with Iran: The 30-Year Clandestine Struggle Against the World's Most Dangerous Terrorist Power,Ronen Bergman,3.82,271,1,94
5015,5000,All That Glitters (Avalon: Web of Magic #2),Rachel Roberts,4.08,"1,677",1,94
5016,5000,"I Heart New York (I Heart, #1)",Lindsey Kelk,3.87,"26,982",1,94
5017,5000,Vampire of My Dreams,Christina Moss,3.86,36,1,94
5018,5000,"The Ugly Truth (Diary of a Wimpy Kid, #5)",Jeff Kinney,4.19,"126,160",2,94
5019,5000,Still Missing,Chevy Stevens,3.99,"81,396",1,94
5020,5000,Modlitwa o deszcz,Wojciech Jagielski,4.35,617,1,94
5021,5000,"Brethren (Brethren Trilogy, #1)",Robyn Young,3.82,"4,099",1,94
5022,5000,"Exposed (Maggie O'Dell, #6)",Alex Kava,4.08,"6,084",1,94
5023,5000,The Mother Knot,Kathryn Harrison,3.38,337,1,94
5024,5000,Jesus Through Middle Eastern Eyes: Cultural Studies in the Gospels,Kenneth E. Bailey,4.49,"2,457",1,94
5025,5000,"Eumeralla: Secrets, Tragedy and Love",Joanna Stephen-Ward,3.95,20,1,94
5026,5000,We Are Their Heaven: Why the Dead Never Leave Us,Allison DuBois,3.87,"1,095",1,94
5027,5000,"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises From The Power of Now",Eckhart Tolle,4.24,"45,514",1,94
5028,5000,Carry Me Home,Sandra Kring,4.11,"2,073",2,94
5029,5000,Outwitting History: The Amazing Adventures of a Man Who Rescued a Million Yiddish Books,Aaron Lansky,4.23,"2,043",1,94
5030,5000,"Fallen (Will Trent, #5)",Karin Slaughter,4.22,"52,853",1,94
5031,5000,"El club de los corazones solitarios (El club de los corazones solitarios, #1)",Elizabeth Eulberg,3.77,"27,244",1,94
5032,5000,Lost,Gregory Maguire,2.83,"14,286",1,94
5033,5000,First You Shave Your Head,Geri Larkin,4.13,87,1,94
5034,5000,"The Google Story: Inside the Hottest Business, Media and Technology Success of Our Time",David A. Vise,3.87,"15,958",1,94
5035,5000,"The Calling (Darkness Rising, #2)",Kelley Armstrong,4.08,"34,301",1,94
5036,5000,"Wings of Wrath (The Magister Trilogy, #2)",C.S. Friedman,3.95,"3,698",1,94
5037,5000,Christian Anarchism: A Political Commentary on the Gospel,Alexandre Christoyannopoulos,4.01,68,1,94
5038,5000,Empress (Godspeaker Trilogy #1),Karen Miller,3.50,"5,985",1,94
5039,5000,Payback Is a Mutha (Payback #1),Wahida Clark,4.53,"5,001",1,94
5040,5000,"Chindi (The Academy, #3)",Jack McDevitt,3.89,"5,112",1,94
5041,5000,"Seven Deadly Wonders (Jack West Jr, #1)",Matthew Reilly,4.09,"27,441",1,94
5042,5000,Lips Touch: Three Times,Laini Taylor,3.89,"13,612",1,94
5043,5000,"Want To Play? (Monkeewrench, #1)",P.J. Tracy,4.11,"12,981",1,94
5044,5000,A Good American,Alex George,3.73,"7,684",1,94
5045,5000,Berserk,Tim Lebbon,3.67,"1,947",1,94
5046,5000,"The Dream-Hunter (Dark-Hunter, #10; Dream-Hunter, #1)",Sherrilyn Kenyon,4.06,"42,971",1,94
5047,5000,"Shades of Gray (KGI, #6)",Maya Banks,4.27,"13,745",1,94
5048,5000,"Acheron (Dark-Hunter, #14)",Sherrilyn Kenyon,4.56,"58,544",1,94
5049,5000,Artful Dodging: The Torpedo Factory Murders,M.S. Spencer,3.86,7,1,94
5050,5000,The Mist on Brontë Moor,Aviva Orr,3.70,508,1,94
5051,5000,The First Tycoon,T.J. Stiles,3.87,"8,037",1,94
5052,5000,"Secret Society Girl (Secret Society Girl, #1)",Diana Peterfreund,3.70,"4,956",1,94
5053,5000,"Ingenue (Flappers, #2)",Jillian Larkin,3.85,"3,177",1,94
5054,5000,The Pixar Touch: The Making of a Company,David A. Price,3.95,"9,113",1,94
5055,5000,"Shadow (New Species, #9)",Laurann Dohner,4.23,"15,026",1,94
5056,5000,"Fury (New Species, #1)",Laurann Dohner,4.11,"31,357",2,94
5057,5000,"Birth of the Cool: California Art, Design, and Culture at Midcentury",Elizabeth Armstrong,4.12,32,1,94
5058,5000,"The Umbrella Academy, Vol. 2: Dallas",Gerard Way,3.98,"25,739",1,94
5059,5000,Out of the Picture and Into the Picture,Victor G. La Van Way,really,liked,1,94
5060,5000,.hack// Another Birth Volume 2//Mutation_,Miyu Kawasaki,4.12,442,2,94
5061,5000,"Black Rose (In the Garden, #2)",Nora Roberts,4.07,"40,384",2,94
5062,5000,"Going Down Jericho Road: The Memphis Strike, Martin Luther King's Last Campaign",Michael K. Honey,4.42,226,1,94
5063,5000,"Double Crossed: A Spies and Thieves Story (Gallagher Girls, #5.5; Heist Society, #2.5)",Ally Carter,4.22,"13,855",1,94
5064,5000,Telling the Bees,Peggy Hesketh,3.56,"2,031",1,94
5065,5000,"Burn for Burn (Burn for Burn, #1)",Jenny Han,3.81,"30,721",1,94
5066,5000,Gitte,Kristien Hemmerechts,3.35,118,1,94
5067,5000,"Of Triton (The Syrena Legacy, #2)",Anna Banks,3.96,"25,724",1,94
5068,5000,Liverpool Street,Anne C. Voorhoeve,4.25,"2,251",1,94
5069,5000,Scottish Brides,Christina Dodd,3.80,"4,428",1,94
5070,5000,Special,Bella Bathurst,3.20,317,1,94
5071,5000,"Everything Ravaged, Everything Burned",Wells Tower,3.87,"8,678",1,94
5072,5000,"Come, Thou Tortoise",Jessica  Grant,3.94,"3,772",1,94
5073,5000,"Beyond the Shadows (Night Angel, #3)",Brent Weeks,4.27,"95,458",1,94
5074,5000,The Exception,Christian Jungersen,3.81,"2,481",1,94
5075,5000,Walking His Trail,Steve Saint,4.41,136,1,94
5076,5000,What We Talk About When We Talk About Anne Frank,Nathan Englander,3.74,"7,877",2,94
5077,5000,A Thousand Years of Good Prayers,Yiyun Li,3.94,"3,428",1,94
5078,5000,The Kabbalistic Murder Code (Historical Crime Thriller #1),Nathan Erez,3.64,407,1,94
5079,5000,Skymningsland,Egon Alter,it,was,1,94
5080,5000,My First Fun Golf Steps (My First Travel Books Series),Anna Othitis,4.86,90,1,94
5081,5000,Jekel Loves Hyde,Beth Fantaskey,3.64,"6,985",1,94
5082,5000,Quantum Mechanics: The Theoretical Minimum (Theoretical Minimum #2),Leonard Susskind,4.32,"1,600",1,94
5083,5000,Warrior Of The Light   Volume 2,Paulo Coelho,3.91,239,1,94
5084,5000,Kicking the Sky,Anthony De Sa,3.55,599,1,94
5085,5000,Wartime Farm,Peter Ginn,4.41,242,1,94
5086,5000,"The Emotional Life of Your Brain: How Its Unique Patterns Affect the Way You Think, Feel, and Live--and How You Can Change Them",Richard J. Davidson,3.94,"2,775",1,94
5087,5000,"God of Thunder (Rogue Angel, #7)",Alex Archer,3.81,819,1,94
5088,5000,Smiting the Bear: The Last Stand of Comrade Fox (The Life and Times of Archibald Brinsley Fox 2),Stewart Hennessey,4.30,20,1,94
5089,5000,Barefoot in Paris,Ina Garten,4.13,"15,509",1,94
5090,5000,Rise of the Hybrids: The Saga of a World Called Htrae,Dee Krull,really,liked,1,94
5091,5000,Appetite for Destruction : Legendary Encounters with Mick Wall,Mick Wall,3.67,151,1,94
5092,5000,Howl The Wolf,Julie Haubert,it,was,1,94
5093,5000,"Jolie Blon's Bounce (Dave Robicheaux, #12)",James Lee Burke,4.17,"7,589",1,94
5094,5000,A Terrible Glory: Custer and the Little Bighorn - the Last Great Battle of the American West,James Donovan,4.15,"2,158",1,94
5095,5000,"The Curious Case of the Werewolf That Wasn't (Parasol Protectorate, #0.5)",Gail Carriger,3.62,"4,622",1,94
5096,5000,Dark of Night,Marios Savva,3.51,35,1,94
5097,5000,"All Clear (All Clear, #2)",Connie Willis,4.07,"19,696",1,94
5098,5000,Authority,Jeff VanderMeer,3.53,"77,230",2,94
5099,5000,"Bound (André Chevalier BDSM Stories, #1)",Nikki Sex,3.78,879,1,94
5100,5000,The 4 Painful Life Stories: How We Contracted Hiv/Aids,Francis Otieno,4.60,10,1,94
5101,5000,Vanish,Tom Pawlik,3.56,"1,449",1,94
5102,5000,Under the Jewelled Sky,Alison   McQueen,3.95,659,1,94
5103,5000,"Valhalla Rising (Dirk Pitt, #16)",Clive Cussler,3.96,"23,486",1,94
5104,5000,Ham Kahan Ke Sachhe The/ہم کہاں کے سچے تھے,Umera Ahmed,3.65,"1,001",1,94
5105,5000,The Man Who Broke Into Auschwitz: A True Story of World War II,Denis Avey,3.89,"7,617",1,94
5106,5000,"Alice in the Country of Hearts, Vol. 1 (Alice in the Country of Hearts, #1)",QuinRose,4.20,"15,442",1,94
5107,5000,"Urchin and the Raven War (The Mistmantle Chronicles, #4)",M.I. McAllister,4.37,"1,030",1,94
5108,5000,"Pegasus and the Fight for Olympus (Pegasus, #2)",Kate O'Hearn,4.38,"6,774",1,94
5109,5000,Fvonk,Erlend Loe,3.71,"1,386",1,94
5110,5000,1Q84 Livro 3,Haruki Murakami,3.92,"38,918",1,94
5111,5000,Red Sails in the Fallout,Paul Kidd,3.92,130,1,94
5112,5000,The Last Train to Zona Verde: My Ultimate African Safari,Paul Theroux,3.87,"3,388",1,94
